Region,iso3,Country,City,Year,Annual.mean,Temporal coverage,note on converted PM10,"Annual mean, ug/m3",Temporal coverage,note on converted PM2.5,Number and type of monitoring stations,Reference for air quality,Database version (year),status
Europe (HIC),FRA,France,Luce,2016,16,>75%,Measured,11,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Lunel-Viel,2015,19,>75%,Measured,12,>75%,Measured,2 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Lunel-Viel,2016,18,>75%,Measured,10,>75%,Measured,2 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Luneville,2011,(24)-converted value,NA,Converted,16,>75%,Measured,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Luneville,2012,(24)-converted value,NA,Converted,16,>75%,Measured,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Luneville,2013,(25)-converted value,NA,Converted,17,>75%,Measured,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Luneville,2014,(17)-converted value,NA,Converted,11,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Luneville,2015,(21)-converted value,NA,Converted,14,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Luneville,2016,(19)-converted value,NA,Converted,13,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Lyon,2013,25,>75%,Measured,18,>75%,Measured,2 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Lyon,2014,16,>75%,Measured,14,>75%,Measured,2 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Lyon,2015,25,>75%,Measured,17,>75%,Measured,2 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Lyon,2016,22,>75%,Measured,15,>75%,Measured,2 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Macon,2013,17,>75%,Measured,(12)-converted value,NA,Converted,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Macon,2014,13,>75%,Measured,(9)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Macon,2015,19,>75%,Measured,(13)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Macon,2016,16,>75%,Measured,(11)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Malroy,2013,19,>75%,Measured,(13)-converted value,NA,Converted,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Malroy,2014,18,>75%,Measured,(12)-converted value,NA,Converted,1 Rural-Near_city-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Malroy,2015,19,>75%,Measured,(12)-converted value,NA,Converted,1 Rural-Near_city-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Malroy,2016,16,>75%,Measured,(11)-converted value,NA,Converted,1 Rural-Near_city-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Manosque,2015,18,>75%,Measured,12,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Manosque,2016,16,>75%,Measured,11,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Marans,2015,22,>75%,Measured,(15)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Marcq-En-Baroeul,2015,20,>75%,Measured,(13)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Marignane,2013,29,>75%,Measured,(19)-converted value,NA,Converted,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Marignane,2014,20,>75%,Measured,(13)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Marignane,2015,24,>75%,Measured,(16)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Marignane,2016,25,>75%,Measured,(16)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Marmande,2013,24,>75%,Measured,14,>75%,Measured,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Marmande,2014,21,>75%,Measured,12,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Marmande,2015,23,>75%,Measured,15,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Marmande,2016,18,>75%,Measured,9,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Marnaz,2015,18,>75%,Measured,(12)-converted value,NA,Converted,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Marseille,2013,32,>75%,Measured,15,>75%,Measured,3 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Marseille,2014,21,>75%,Measured,14,>75%,Measured,"2 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Marseille,2015,29,>75%,Measured,16,>75%,Measured,"2 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Marseille,2016,26,>75%,Measured,18,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Martigues,2013,28,>75%,Measured,(18)-converted value,NA,Converted,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Martigues,2014,15,>75%,Measured,(10)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Martigues,2015,20,>75%,Measured,(13)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Martigues,2016,19,>75%,Measured,(13)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Matoury,2015,31,>75%,Measured,(20)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Matoury,2016,22,>75%,Measured,(15)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Maubeuge,2013,20,>75%,Measured,(13)-converted value,NA,Converted,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Maubeuge,2015,19,>75%,Measured,(13)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Maubeuge,2016,18,>75%,Measured,(12)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Melun,2013,28,>75%,Measured,20,>75%,Measured,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Melun,2014,26,>75%,Measured,15,>75%,Measured,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Melun,2015,28,>75%,Measured,17,>75%,Measured,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Melun,2016,27,>75%,Measured,16,>75%,Measured,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Merignac,2015,21,>75%,Measured,(14)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Merignac,2016,18,>75%,Measured,(12)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Metz,2013,20,>75%,Measured,18,>75%,Measured,3 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Metz,2014,19,>75%,Measured,16,>75%,Measured,"2 Urban-Background, 1 Urban-Industrial",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Metz,2015,21,>75%,Measured,15,>75%,Measured,"2 Urban-Background, 1 Urban-Industrial, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Metz,2016,18,>75%,Measured,13,>75%,Measured,"2 Urban-Background, 1 Urban-Industrial",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Meze,2014,18,>75%,Measured,15,>75%,Measured,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Meze,2015,17,>75%,Measured,13,>75%,Measured,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Meze,2016,17,>75%,Measured,15,>75%,Measured,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Miramas,2013,28,>75%,Measured,(19)-converted value,NA,Converted,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Miramas,2014,23,>75%,Measured,(15)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Miramas,2016,23,>75%,Measured,(15)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Miribel,2013,22,>75%,Measured,(15)-converted value,NA,Converted,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Miribel,2014,14,>75%,Measured,(9)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Miribel,2015,23,>75%,Measured,(15)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Miribel,2016,19,>75%,Measured,(13)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Mont-De-Marsan,2013,22,>75%,Measured,13,>75%,Measured,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Mont-De-Marsan,2014,19,>75%,Measured,10,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Mont-De-Marsan,2015,23,>75%,Measured,15,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Mont-De-Marsan,2016,17,>75%,Measured,10,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Montandon,2013,16,>75%,Measured,(11)-converted value,NA,Converted,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Montandon,2014,15,>75%,Measured,(10)-converted value,NA,Converted,1 Rural-Remote-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Montandon,2015,14,>75%,Measured,(9)-converted value,NA,Converted,1 Rural-Remote-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Montargis,2013,20,>75%,Measured,(14)-converted value,NA,Converted,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Montargis,2015,18,>75%,Measured,(12)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Montargis,2016,17,>75%,Measured,(11)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Montbeliard,2013,27,>75%,Measured,20,>75%,Measured,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Montbeliard,2014,18,>75%,Measured,13,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Montbeliard,2015,21,>75%,Measured,14,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Montbeliard,2016,18,>75%,Measured,13,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Montceau-Les-Mines,2013,17,>75%,Measured,(11)-converted value,NA,Converted,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Montceau-Les-Mines,2014,12,>75%,Measured,(8)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Montceau-Les-Mines,2015,14,>75%,Measured,(9)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Montceau-Les-Mines,2016,12,>75%,Measured,(8)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Montlucon,2013,20,>75%,Measured,(13)-converted value,NA,Converted,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Montlucon,2014,16,>75%,Measured,(11)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Montlucon,2015,20,>75%,Measured,(13)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Montlucon,2016,18,>75%,Measured,(12)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Montpellier,2013,21,>75%,Measured,14,>75%,Measured,2 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Montpellier,2014,18,>75%,Measured,15,>75%,Measured,"2 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Montpellier,2015,21,>75%,Measured,15,>75%,Measured,"2 Urban-Background, 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Montpellier,2016,18,>75%,Measured,15,>75%,Measured,"2 Urban-Background, 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Moulins,2016,14,>75%,Measured,(9)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Moult,2016,19,>75%,Measured,13,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Mulhouse,2013,21,>75%,Measured,13,>75%,Measured,2 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Mulhouse,2014,19,>75%,Measured,11,>75%,Measured,2 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Mulhouse,2015,22,>75%,Measured,14,>75%,Measured,"2 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Mulhouse,2016,19,>75%,Measured,13,>75%,Measured,"2 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Munchhausen,2013,23,>75%,Measured,(15)-converted value,NA,Converted,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Munchhausen,2014,19,>75%,Measured,(13)-converted value,NA,Converted,1 Rural-Regional-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Munchhausen,2015,20,>75%,Measured,(13)-converted value,NA,Converted,1 Rural-Regional-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Munchhausen,2016,16,>75%,Measured,(11)-converted value,NA,Converted,1 Rural-Regional-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Nancy,2013,22,>75%,Measured,15,>75%,Measured,2 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Nancy,2014,22,>75%,Measured,13,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),FRA,France,Nancy,2015,23,>75%,Measured,14,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
